,state,year,month,tavg,tmax,tmin,pcp,cdd,hdd,pdsi,phdi,pmdi,zndx,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death
117,California,2020,10,0.0,81.2,51.2,0.05,120.0,41.0,-3.03,-3.03,-3.03,-3.15,27740.0,25038.0,142.0,5692.0,992.0,1740.0,359.0,1040.0,241.0,380.0,125.0,5759.0,1638.0,1647.0,1464.0
118,California,2020,11,0.0,63.2,38.5,1.19,5.0,327.0,-3.38,-3.38,-3.38,-1.98,24616.0,22459.0,158.0,4676.0,945.0,1436.0,357.0,888.0,220.0,342.0,108.0,5083.0,1461.0,2287.0,2093.0
119,California,2020,12,0.0,56.7,34.3,1.83,0.0,470.0,-3.89,-3.89,-3.89,-2.58,35109.0,32933.0,164.0,4795.0,1261.0,1780.0,462.0,1029.0,258.0,407.0,120.0,6181.0,1609.0,10182.0,9574.0
120,California,2021,01,0.0,55.6,35.4,3.65,0.0,480.0,-4.03,-4.03,-4.03,-1.63,54783.0,51933.0,212.0,5862.0,1637.0,2388.0,603.0,1340.0,314.0,552.0,145.0,8238.0,2132.0,22943.0,21711.0
121,California,2021,02,0.0,58.7,36.0,1.39,0.0,403.0,-4.62,-4.62,-4.62,-3.01,30388.0,28266.0,142.0,4562.0,960.0,1465.0,434.0,925.0,225.0,343.0,108.0,5335.0,1443.0,8010.0,7420.0
122,California,2021,03,0.0,60.3,36.0,1.73,0.0,470.0,-4.79,-4.79,-4.79,-1.93,24468.0,22302.0,140.0,4592.0,947.0,1327.0,419.0,911.0,216.0,356.0,103.0,5225.0,1445.0,2317.0,1995.0
123,California,2021,04,0.0,72.5,43.9,0.29,20.0,227.0,-5.19,-5.19,-5.19,-2.7,21914.0,19723.0,109.0,4435.0,803.0,1176.0,312.0,796.0,214.0,316.0,110.0,4905.0,1361.0,1007.0,802.0
124,California,2021,05,0.0,78.9,50.1,0.11,54.0,124.0,-5.85,-5.85,-5.85,-3.57,26653.0,23938.0,145.0,5600.0,1060.0,1465.0,361.0,1047.0,273.0,398.0,137.0,5761.0,1711.0,833.0,616.0
125,California,2021,06,0.0,89.8,60.0,0.14,202.0,12.0,-6.69,-6.69,-6.69,-4.32,21234.0,18890.0,111.0,4542.0,738.0,1175.0,286.0,793.0,222.0,328.0,138.0,4649.0,1275.0,422.0,325.0
126,California,2021,07,0.0,94.3,65.4,0.29,343.0,0.0,-7.04,-7.04,-7.04,-3.13,26777.0,23844.0,177.0,5663.0,916.0,1397.0,354.0,988.0,234.0,434.0,200.0,5708.0,1653.0,880.0,738.0
127,California,2021,08,0.0,91.8,62.3,0.1,296.0,0.0,-6.87,-6.87,-6.87,-1.67,24423.0,22179.0,131.0,4607.0,823.0,1222.0,357.0,843.0,240.0,360.0,178.0,4778.0,1315.0,2971.0,2752.0
128,California,2021,09,0.0,86.7,57.7,0.36,193.0,11.0,-6.38,-6.38,-6.38,-0.64,25751.0,23475.0,149.0,4687.0,850.0,1299.0,330.0,860.0,220.0,360.0,194.0,4632.0,1372.0,4126.0,3841.0
129,California,2021,10,0.0,70.3,46.2,3.66,20.0,173.0,-4.16,-4.16,-2.4,4.67,30639.0,27901.0,182.0,5833.0,1036.0,1563.0,411.0,1079.0,271.0,437.0,226.0,6059.0,1803.0,3283.0,3031.0
130,California,2021,11,0.0,66.1,43.4,0.95,19.0,225.0,-4.44,-4.44,-3.43,-2.12,24187.0,22030.0,153.0,4545.0,844.0,1195.0,361.0,899.0,276.0,358.0,224.0,4939.0,1376.0,2297.0,2088.0
131,California,2021,12,0.0,52.2,34.8,6.26,0.0,552.0,-3.17,-3.17,-1.29,2.43,25545.0,23419.0,151.0,4769.0,920.0,1303.0,416.0,1023.0,272.0,439.0,269.0,5349.0,1464.0,2041.0,1861.0
132,California,2022,01,0.0,57.7,35.4,0.45,3.0,448.0,-4.06,-4.06,-3.42,-3.65,38514.0,35738.0,223.0,6005.0,1401.0,2055.0,664.0,1434.0,369.0,573.0,266.0,7697.0,2108.0,6780.0,5980.0
133,California,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29004.0,26762.0,171.0,4499.0,969.0,1540.0,418.0,1014.0,261.0,453.0,236.0,5619.0,1614.0,5363.0,4570.0
134,California,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23539.0,21476.0,148.0,4564.0,903.0,1227.0,377.0,932.0,261.0,378.0,276.0,5127.0,1425.0,1522.0,1145.0
135,California,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27095.0,24547.0,146.0,5676.0,1041.0,1454.0,389.0,1019.0,296.0,452.0,372.0,5953.0,1700.0,639.0,398.0
136,California,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21779.0,19814.0,123.0,4604.0,799.0,1207.0,325.0,856.0,220.0,360.0,392.0,4670.0,1300.0,548.0,347.0
137,California,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22253.0,20249.0,127.0,4575.0,806.0,1306.0,294.0,838.0,230.0,353.0,491.0,4720.0,1371.0,815.0,571.0
138,California,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28356.0,26075.0,173.0,5823.0,1046.0,1525.0,419.0,971.0,301.0,402.0,912.0,5942.0,1656.0,1669.0,1169.0
139,California,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22775.0,21023.0,131.0,4641.0,822.0,1203.0,283.0,850.0,238.0,369.0,995.0,4623.0,1289.0,1256.0,871.0
140,California,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22403.0,20810.0,134.0,4708.0,802.0,1270.0,343.0,824.0,217.0,380.0,1264.0,4532.0,1285.0,871.0,573.0
141,California,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26585.0,25123.0,143.0,5801.0,901.0,1501.0,359.0,976.0,293.0,444.0,1790.0,5372.0,1575.0,686.0,420.0
142,California,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16937.0,16686.0,123.0,3660.0,624.0,1125.0,332.0,747.0,213.0,294.0,1161.0,3539.0,1039.0,453.0,312.0
143,California,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Colorado,2020,01,27.4,40.0,14.8,0.72,0.0,1115.0,-1.18,-1.18,-1.18,-1.18,3427.0,3034.0,10.0,698.0,86.0,143.0,59.0,222.0,54.0,53.0,0.0,656.0,183.0,0.0,0.0
145,Colorado,2020,02,26.4,39.5,13.4,1.09,0.0,1092.0,-1.25,-1.25,-1.25,-0.57,4170.0,3667.0,11.0,849.0,104.0,212.0,71.0,274.0,43.0,49.0,0.0,757.0,225.0,0.0,0.0
146,Colorado,2020,03,38.8,51.4,26.1,1.35,0.0,815.0,-1.74,-1.74,-1.74,-1.88,3394.0,2993.0,36.0,633.0,82.0,164.0,74.0,229.0,42.0,25.0,0.0,631.0,171.0,64.0,57.0
147,Colorado,2020,04,43.4,58.1,28.6,0.8,0.0,673.0,-2.39,-2.39,-2.39,-2.47,4236.0,3829.0,29.0,686.0,104.0,217.0,40.0,222.0,51.0,38.0,0.0,664.0,167.0,785.0,734.0
148,Colorado,2020,05,55.6,70.7,40.5,1.07,4.0,308.0,-3.29,-3.29,-3.29,-3.43,4473.0,3920.0,12.0,718.0,100.0,178.0,10.0,212.0,56.0,0.0,0.0,782.0,217.0,593.0,527.0
149,Colorado,2020,06,65.0,80.9,49.2,1.15,94.0,80.0,-3.92,-3.92,-3.92,-2.92,3376.0,2902.0,11.0,608.0,86.0,141.0,0.0,181.0,54.0,10.0,0.0,630.0,150.0,182.0,142.0
150,Colorado,2020,07,69.3,84.5,54.1,1.85,162.0,10.0,-4.37,-4.37,-4.37,-2.56,3244.0,2764.0,0.0,605.0,85.0,169.0,10.0,149.0,37.0,12.0,0.0,584.0,188.0,129.0,102.0
151,Colorado,2020,08,70.1,86.4,53.8,0.8,176.0,7.0,-5.54,-5.54,-5.54,-4.86,4170.0,3577.0,31.0,776.0,103.0,188.0,0.0,221.0,22.0,13.0,20.0,770.0,194.0,151.0,125.0
152,Colorado,2020,09,58.8,74.6,43.0,0.97,16.0,197.0,-5.57,-5.57,-5.57,-1.81,3235.0,2807.0,10.0,636.0,84.0,140.0,0.0,162.0,24.0,20.0,0.0,581.0,160.0,98.0,81.0
153,Colorado,2020,10,47.1,63.3,31.0,0.62,0.0,587.0,-5.59,-5.59,-5.59,-1.78,4226.0,3763.0,23.0,756.0,113.0,194.0,0.0,212.0,51.0,25.0,0.0,766.0,220.0,272.0,239.0
154,Colorado,2020,11,38.5,52.4,24.6,0.85,0.0,784.0,-5.68,-5.68,-5.68,-2.0,4395.0,3981.0,34.0,643.0,91.0,219.0,0.0,227.0,27.0,20.0,0.0,649.0,189.0,1010.0,881.0
155,Colorado,2020,12,26.7,39.6,13.9,0.96,0.0,1149.0,-5.57,-5.57,-5.57,-1.42,4815.0,4432.0,27.0,662.0,114.0,184.0,0.0,180.0,58.0,31.0,0.0,636.0,168.0,1586.0,1373.0
156,Colorado,2021,01,26.7,39.0,14.5,0.74,0.0,1157.0,-5.75,-5.75,-5.75,-2.24,5102.0,4508.0,11.0,852.0,137.0,204.0,0.0,212.0,59.0,50.0,0.0,794.0,240.0,938.0,754.0
157,Colorado,2021,02,24.8,36.5,13.0,1.11,0.0,1152.0,-5.77,-5.77,-5.77,-1.86,3530.0,3111.0,28.0,587.0,93.0,146.0,0.0,212.0,66.0,12.0,0.0,624.0,172.0,342.0,272.0
158,Colorado,2021,03,35.8,48.8,22.8,2.07,0.0,914.0,-5.49,-5.49,-5.49,-0.93,3490.0,3004.0,21.0,595.0,84.0,164.0,0.0,160.0,57.0,34.0,0.0,663.0,171.0,189.0,137.0
159,Colorado,2021,04,43.1,57.6,28.5,1.01,0.0,688.0,-5.63,-5.63,-5.63,-2.12,3339.0,2873.0,0.0,601.0,99.0,109.0,0.0,156.0,56.0,25.0,0.0,619.0,157.0,192.0,151.0
160,Colorado,2021,05,52.9,66.2,39.5,2.99,1.0,392.0,-4.59,-4.59,-4.01,1.39,4226.0,3642.0,10.0,742.0,108.0,170.0,0.0,225.0,70.0,36.0,0.0,735.0,204.0,351.0,300.0
161,Colorado,2021,06,65.7,81.2,50.3,1.19,96.0,69.0,-4.75,-4.75,-4.75,-1.9,3352.0,2844.0,31.0,593.0,93.0,124.0,0.0,158.0,31.0,33.0,0.0,601.0,132.0,202.0,166.0
162,Colorado,2021,07,69.9,84.6,55.3,2.15,167.0,7.0,-4.63,-4.63,-4.63,-1.12,4225.0,3636.0,23.0,782.0,109.0,149.0,0.0,201.0,64.0,57.0,0.0,742.0,190.0,226.0,193.0
163,Colorado,2021,08,67.4,82.6,52.1,1.4,114.0,24.0,-4.93,-4.93,-4.93,-2.33,3587.0,3063.0,24.0,668.0,84.0,116.0,0.0,152.0,27.0,36.0,0.0,604.0,157.0,290.0,245.0
164,Colorado,2021,09,62.4,78.3,46.5,1.23,50.0,116.0,-4.92,-4.92,-4.92,-1.49,3779.0,3269.0,40.0,628.0,95.0,132.0,0.0,176.0,48.0,22.0,0.0,615.0,161.0,459.0,414.0
165,Colorado,2021,10,47.8,62.1,33.5,1.12,0.0,513.0,-4.64,-4.64,-4.64,-0.68,5171.0,4550.0,51.0,808.0,107.0,155.0,11.0,236.0,63.0,51.0,0.0,834.0,190.0,899.0,815.0
166,Colorado,2021,11,40.8,54.9,26.6,0.37,0.0,717.0,-5.37,-5.37,-5.37,-3.63,4631.0,4127.0,35.0,628.0,114.0,173.0,0.0,197.0,65.0,19.0,10.0,673.0,185.0,1108.0,1029.0
167,Colorado,2021,12,32.4,45.8,19.0,1.72,0.0,975.0,-4.66,-4.66,-4.43,0.47,4532.0,4053.0,12.0,609.0,98.0,141.0,11.0,222.0,60.0,47.0,0.0,716.0,147.0,1043.0,963.0
168,Colorado,2022,01,26.6,40.4,12.8,0.78,0.0,1185.0,-4.73,-4.73,-4.73,-1.64,5857.0,5275.0,39.0,841.0,163.0,226.0,61.0,286.0,73.0,59.0,0.0,977.0,225.0,1186.0,976.0
169,Colorado,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4016.0,3552.0,23.0,622.0,92.0,130.0,10.0,210.0,57.0,40.0,0.0,662.0,197.0,683.0,520.0
170,Colorado,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544.0,3091.0,28.0,597.0,89.0,142.0,0.0,173.0,62.0,42.0,0.0,668.0,187.0,238.0,144.0
171,Colorado,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.0,3728.0,45.0,798.0,119.0,180.0,12.0,226.0,57.0,38.0,0.0,828.0,203.0,107.0,37.0
172,Colorado,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3486.0,3027.0,22.0,654.0,77.0,156.0,52.0,209.0,60.0,22.0,12.0,641.0,164.0,94.0,47.0
173,Colorado,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,2987.0,22.0,666.0,89.0,137.0,13.0,168.0,49.0,13.0,0.0,651.0,135.0,173.0,99.0
174,Colorado,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.0,3637.0,23.0,807.0,105.0,154.0,0.0,196.0,38.0,35.0,10.0,773.0,213.0,212.0,119.0
175,Colorado,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.0,2779.0,29.0,608.0,87.0,122.0,0.0,147.0,37.0,23.0,71.0,586.0,144.0,119.0,64.0
176,Colorado,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.0,3014.0,34.0,674.0,77.0,126.0,11.0,175.0,35.0,23.0,123.0,588.0,154.0,136.0,73.0
177,Colorado,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4219.0,3897.0,36.0,784.0,118.0,192.0,12.0,225.0,63.0,52.0,376.0,678.0,189.0,138.0,84.0
178,Colorado,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2969.0,2902.0,0.0,534.0,67.0,139.0,0.0,143.0,21.0,12.0,391.0,500.0,148.0,156.0,92.0
179,Colorado,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Connecticut,2020,01,0.0,41.5,24.6,2.05,0.0,965.0,-0.56,1.36,0.53,-1.68,2556.0,2340.0,40.0,536.0,52.0,84.0,46.0,108.0,41.0,24.0,13.0,601.0,105.0,0.0,0.0
181,Connecticut,2020,02,0.0,42.0,25.8,3.24,0.0,848.0,-0.53,1.19,0.3,-0.08,3264.0,2974.0,73.0,638.0,79.0,86.0,109.0,145.0,55.0,49.0,10.0,781.0,133.0,0.0,0.0
182,Connecticut,2020,03,0.0,51.1,31.7,3.88,0.0,711.0,-0.74,0.8,-0.43,-0.8,2673.0,2448.0,37.0,511.0,68.0,66.0,43.0,126.0,56.0,36.0,24.0,578.0,132.0,60.0,56.0
183,Connecticut,2020,04,0.0,54.0,34.9,5.19,0.0,601.0,-0.2,1.19,0.52,1.39,4878.0,4633.0,53.0,511.0,80.0,110.0,57.0,103.0,63.0,50.0,42.0,639.0,111.0,2113.0,2029.0
184,Connecticut,2020,05,0.0,67.8,44.9,2.69,6.0,267.0,-0.61,0.63,-0.52,-1.29,4753.0,4474.0,12.0,595.0,81.0,122.0,11.0,106.0,77.0,53.0,0.0,647.0,132.0,1925.0,1806.0
185,Connecticut,2020,06,0.0,80.2,56.6,2.47,124.0,14.0,-1.11,-1.11,-1.11,-1.7,2484.0,2247.0,26.0,507.0,68.0,79.0,10.0,77.0,28.0,0.0,0.0,467.0,109.0,295.0,241.0
186,Connecticut,2020,07,0.0,85.8,65.4,3.06,340.0,0.0,-1.6,-1.6,-1.6,-1.8,2319.0,2066.0,10.0,483.0,56.0,75.0,0.0,90.0,16.0,12.0,0.0,527.0,102.0,79.0,59.0
187,Connecticut,2020,08,0.0,82.9,62.2,2.43,255.0,1.0,-2.31,-2.31,-2.31,-2.64,2825.0,2539.0,0.0,627.0,82.0,107.0,0.0,97.0,20.0,23.0,0.0,599.0,137.0,10.0,0.0
188,Connecticut,2020,09,0.0,74.4,52.5,2.16,47.0,75.0,-2.81,-2.81,-2.81,-2.22,2368.0,2115.0,35.0,501.0,48.0,72.0,27.0,90.0,10.0,12.0,0.0,499.0,115.0,12.0,11.0
189,Connecticut,2020,10,0.0,62.5,44.0,5.31,0.0,348.0,-2.31,-2.31,-1.98,0.64,3201.0,2918.0,37.0,703.0,82.0,106.0,0.0,99.0,36.0,73.0,0.0,635.0,147.0,158.0,143.0
190,Connecticut,2020,11,0.0,56.3,34.5,4.51,0.0,568.0,-2.22,-2.22,-2.03,-0.46,2928.0,2689.0,34.0,514.0,60.0,83.0,20.0,87.0,22.0,37.0,11.0,574.0,117.0,442.0,402.0
191,Connecticut,2020,12,0.0,42.0,25.2,6.38,0.0,952.0,-1.22,-1.22,-0.01,2.32,3481.0,3243.0,52.0,541.0,79.0,96.0,27.0,97.0,21.0,35.0,0.0,578.0,125.0,937.0,867.0
192,Connecticut,2021,01,0.0,36.5,21.8,2.12,0.0,1087.0,-1.62,-1.62,-1.03,-1.57,4336.0,4030.0,33.0,677.0,95.0,121.0,10.0,117.0,44.0,27.0,10.0,674.0,167.0,1226.0,1115.0
193,Connecticut,2021,02,0.0,35.9,21.2,3.04,0.0,999.0,-1.52,-1.52,-0.96,-0.2,2879.0,2642.0,29.0,488.0,61.0,82.0,0.0,97.0,12.0,48.0,0.0,539.0,120.0,494.0,441.0
194,Connecticut,2021,03,0.0,50.5,28.1,2.65,0.0,780.0,-1.97,-1.97,-1.97,-1.84,2603.0,2371.0,11.0,511.0,68.0,80.0,13.0,91.0,39.0,26.0,0.0,514.0,104.0,229.0,193.0
195,Connecticut,2021,04,0.0,60.0,37.4,3.03,0.0,477.0,-2.26,-2.26,-2.26,-1.46,2411.0,2181.0,12.0,480.0,45.0,67.0,0.0,77.0,23.0,55.0,0.0,513.0,101.0,182.0,167.0
196,Connecticut,2021,05,0.0,69.3,46.3,5.51,10.0,222.0,-1.6,-1.6,-0.97,1.27,3063.0,2726.0,39.0,600.0,63.0,96.0,22.0,102.0,38.0,53.0,11.0,643.0,136.0,156.0,134.0
197,Connecticut,2021,06,0.0,80.4,58.1,1.99,145.0,9.0,-2.19,-2.19,-2.19,-2.26,2312.0,2042.0,51.0,514.0,50.0,66.0,0.0,75.0,41.0,29.0,13.0,465.0,101.0,20.0,0.0
198,Connecticut,2021,07,0.0,79.9,62.3,9.35,210.0,1.0,1.81,1.81,1.81,5.44,2988.0,2642.0,64.0,628.0,42.0,92.0,0.0,128.0,58.0,52.0,10.0,638.0,133.0,0.0,0.0
199,Connecticut,2021,08,0.0,81.6,64.0,5.08,258.0,0.0,2.04,2.04,2.04,1.25,2527.0,2265.0,31.0,507.0,71.0,82.0,21.0,90.0,53.0,35.0,0.0,540.0,111.0,102.0,94.0
200,Connecticut,2021,09,0.0,74.5,55.9,8.19,74.0,48.0,3.1,3.1,3.1,3.81,2632.0,2360.0,42.0,530.0,59.0,98.0,10.0,83.0,38.0,73.0,10.0,472.0,99.0,178.0,160.0
201,Connecticut,2021,10,0.0,65.8,47.8,5.99,10.0,244.0,3.51,3.51,3.51,2.19,3230.0,2938.0,62.0,667.0,49.0,100.0,15.0,120.0,53.0,46.0,13.0,640.0,144.0,178.0,157.0
202,Connecticut,2021,11,0.0,51.4,30.6,1.99,0.0,701.0,-0.65,2.5,1.66,-1.96,2758.0,2515.0,41.0,506.0,66.0,97.0,50.0,98.0,46.0,52.0,27.0,520.0,128.0,156.0,141.0
203,Connecticut,2021,12,0.0,44.6,29.5,2.13,0.0,843.0,-1.23,1.59,-0.03,-1.94,2992.0,2739.0,23.0,502.0,47.0,90.0,46.0,104.0,55.0,62.0,23.0,589.0,116.0,323.0,303.0
204,Connecticut,2022,01,0.0,33.9,14.5,2.59,0.0,1237.0,-1.47,1.06,-0.92,-1.1,4437.0,4131.0,40.0,651.0,88.0,131.0,56.0,111.0,56.0,90.0,14.0,791.0,153.0,1078.0,947.0
205,Connecticut,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3009.0,2759.0,24.0,513.0,58.0,96.0,31.0,103.0,55.0,91.0,11.0,580.0,117.0,417.0,335.0
206,Connecticut,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,2283.0,11.0,532.0,62.0,78.0,0.0,87.0,44.0,48.0,12.0,571.0,115.0,66.0,45.0
207,Connecticut,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3144.0,2854.0,52.0,604.0,64.0,94.0,36.0,124.0,71.0,69.0,15.0,646.0,170.0,78.0,40.0
208,Connecticut,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,2298.0,33.0,490.0,71.0,69.0,38.0,110.0,58.0,53.0,11.0,495.0,114.0,104.0,79.0
209,Connecticut,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.0,2153.0,0.0,526.0,22.0,70.0,37.0,82.0,46.0,46.0,22.0,501.0,112.0,91.0,65.0
210,Connecticut,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080.0,2777.0,30.0,659.0,55.0,99.0,12.0,103.0,49.0,61.0,44.0,628.0,135.0,103.0,63.0
211,Connecticut,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,2160.0,43.0,528.0,58.0,72.0,11.0,84.0,23.0,54.0,59.0,458.0,101.0,100.0,74.0
212,Connecticut,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314.0,2150.0,10.0,459.0,44.0,71.0,26.0,100.0,15.0,36.0,107.0,496.0,86.0,107.0,73.0
213,Connecticut,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117.0,3006.0,24.0,620.0,78.0,101.0,11.0,96.0,60.0,45.0,256.0,583.0,137.0,171.0,128.0
214,Connecticut,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,1953.0,0.0,370.0,27.0,62.0,48.0,87.0,24.0,56.0,181.0,370.0,115.0,84.0,66.0
215,Connecticut,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Delaware,2020,01,0.0,49.0,31.3,3.19,0.0,796.0,-2.09,-2.09,-2.09,-0.56,773.0,694.0,0.0,131.0,0.0,25.0,0.0,37.0,0.0,0.0,0.0,189.0,46.0,0.0,0.0
217,Delaware,2020,02,0.0,51.3,32.6,3.3,0.0,667.0,-1.92,-1.92,-1.91,-0.13,934.0,836.0,0.0,209.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,191.0,56.0,0.0,0.0
218,Delaware,2020,03,0.0,59.3,39.7,3.62,2.0,502.0,-2.06,-2.06,-2.06,-1.03,798.0,732.0,0.0,174.0,0.0,25.0,0.0,22.0,0.0,10.0,0.0,177.0,43.0,0.0,0.0
219,Delaware,2020,04,0.0,62.0,41.6,3.96,0.0,415.0,-1.63,-1.63,-1.26,0.66,947.0,883.0,0.0,176.0,11.0,30.0,0.0,38.0,0.0,0.0,0.0,167.0,43.0,132.0,125.0
220,Delaware,2020,05,0.0,70.4,50.9,2.63,20.0,169.0,-1.78,-1.78,-1.77,-0.94,1246.0,1156.0,0.0,189.0,0.0,36.0,0.0,13.0,0.0,0.0,0.0,198.0,62.0,324.0,310.0
221,Delaware,2020,06,0.0,84.1,63.2,2.51,245.0,0.0,-2.08,-2.08,-2.08,-1.46,745.0,656.0,0.0,146.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,135.0,41.0,71.0,41.0
222,Delaware,2020,07,0.0,90.6,70.7,6.37,477.0,0.0,0.24,-1.63,-1.24,0.71,787.0,701.0,0.0,170.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,186.0,44.0,10.0,0.0
223,Delaware,2020,08,0.0,85.9,68.5,8.85,370.0,0.0,1.28,1.28,1.28,3.22,965.0,861.0,0.0,212.0,11.0,14.0,0.0,23.0,0.0,0.0,0.0,217.0,75.0,0.0,0.0
224,Delaware,2020,09,0.0,77.8,59.6,4.35,117.0,25.0,1.54,1.54,1.54,1.16,769.0,695.0,0.0,153.0,0.0,20.0,0.0,14.0,0.0,0.0,0.0,159.0,68.0,0.0,0.0
225,Delaware,2020,10,0.0,69.8,50.2,5.28,23.0,204.0,2.28,2.28,2.28,2.71,1018.0,937.0,0.0,221.0,11.0,25.0,0.0,10.0,0.0,0.0,0.0,185.0,84.0,87.0,78.0
226,Delaware,2020,11,0.0,63.0,40.5,5.84,0.0,421.0,3.03,3.03,3.03,2.94,802.0,735.0,0.0,135.0,12.0,26.0,0.0,10.0,0.0,0.0,0.0,144.0,47.0,86.0,74.0
227,Delaware,2020,12,0.0,48.7,30.8,6.02,0.0,811.0,3.75,3.75,3.75,3.1,1078.0,1004.0,0.0,186.0,21.0,25.0,0.0,44.0,0.0,0.0,0.0,177.0,59.0,240.0,211.0
228,Delaware,2021,01,0.0,43.8,28.5,2.34,0.0,914.0,2.95,2.95,2.4,-1.25,1398.0,1290.0,0.0,215.0,0.0,42.0,0.0,36.0,0.0,0.0,0.0,249.0,86.0,371.0,333.0
229,Delaware,2021,02,0.0,42.7,28.5,5.65,0.0,850.0,3.79,3.79,3.79,3.46,915.0,851.0,0.0,168.0,0.0,10.0,0.0,28.0,0.0,0.0,0.0,204.0,42.0,151.0,127.0
230,Delaware,2021,03,0.0,58.4,37.0,4.47,0.0,553.0,0.03,3.44,3.42,0.1,855.0,777.0,0.0,175.0,0.0,40.0,0.0,28.0,0.0,0.0,0.0,170.0,57.0,68.0,51.0
231,Delaware,2021,04,0.0,67.1,43.5,2.29,0.0,307.0,-0.6,2.48,1.69,-1.8,768.0,697.0,0.0,142.0,12.0,21.0,0.0,13.0,0.0,0.0,0.0,156.0,46.0,61.0,29.0
232,Delaware,2021,05,0.0,75.2,51.5,3.04,42.0,118.0,-0.83,1.93,0.77,-0.88,1017.0,898.0,0.0,233.0,0.0,11.0,0.0,37.0,0.0,0.0,0.0,189.0,67.0,40.0,11.0
233,Delaware,2021,06,0.0,83.8,63.8,3.21,250.0,0.0,-0.98,1.51,0.08,-0.69,739.0,663.0,0.0,171.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,151.0,63.0,0.0,0.0
