,state,year,month,tavg,tmax,tmin,pcp,cdd,hdd,pdsi,phdi,pmdi,zndx,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death
337,Idaho,2021,02,25.3,33.6,17.0,3.06,0.0,1009.0,-1.58,-1.58,-0.94,1.27,1233.0,1107.0,0.0,238.0,22.0,49.0,0.0,56.0,11.0,0.0,0.0,254.0,57.0,117.0,88.0
338,Idaho,2021,03,34.8,46.9,22.8,1.18,0.0,819.0,-2.26,-2.26,-2.26,-2.53,1209.0,1107.0,0.0,251.0,24.0,52.0,0.0,54.0,0.0,0.0,0.0,264.0,52.0,65.0,29.0
339,Idaho,2021,04,42.0,55.3,28.7,0.86,0.0,571.0,-2.73,-2.73,-2.73,-2.13,1223.0,1111.0,0.0,219.0,22.0,42.0,0.0,78.0,0.0,11.0,0.0,265.0,62.0,86.0,64.0
340,Idaho,2021,05,49.8,63.0,36.7,1.38,9.0,346.0,-2.94,-2.94,-2.94,-1.47,1485.0,1311.0,0.0,304.0,43.0,46.0,0.0,79.0,0.0,0.0,0.0,289.0,64.0,80.0,65.0
341,Idaho,2021,06,65.0,80.8,49.2,0.55,171.0,46.0,-3.88,-3.88,-3.88,-3.72,1226.0,1068.0,0.0,237.0,38.0,56.0,0.0,73.0,0.0,0.0,0.0,246.0,65.0,53.0,46.0
342,Idaho,2021,07,71.8,87.9,55.7,0.58,353.0,5.0,-4.87,-4.87,-4.87,-4.18,1562.0,1400.0,0.0,289.0,48.0,81.0,0.0,84.0,0.0,0.0,0.0,290.0,73.0,48.0,45.0
343,Idaho,2021,08,64.0,78.7,49.2,1.22,140.0,50.0,-4.65,-4.65,-4.65,-0.84,1373.0,1231.0,0.0,224.0,13.0,45.0,0.0,64.0,0.0,0.0,0.0,260.0,48.0,197.0,180.0
344,Idaho,2021,09,57.1,72.8,41.4,0.83,41.0,185.0,-4.62,-4.62,-4.62,-1.35,1788.0,1655.0,0.0,223.0,55.0,79.0,0.0,55.0,0.0,0.0,0.0,273.0,65.0,537.0,504.0
345,Idaho,2021,10,45.2,55.7,34.6,2.89,0.0,514.0,-3.56,-3.56,-2.84,1.75,2397.0,2230.0,0.0,302.0,53.0,91.0,0.0,104.0,0.0,0.0,0.0,370.0,80.0,771.0,706.0
346,Idaho,2021,11,36.7,45.4,28.0,2.18,0.0,770.0,-3.59,-3.59,-3.27,-1.19,1626.0,1483.0,0.0,268.0,22.0,65.0,0.0,83.0,0.0,0.0,0.0,270.0,58.0,317.0,289.0
347,Idaho,2021,12,26.5,33.7,19.3,3.86,0.0,1109.0,-2.95,-2.95,-2.28,0.81,1478.0,1369.0,0.0,248.0,13.0,61.0,0.0,87.0,0.0,0.0,0.0,290.0,47.0,205.0,183.0
348,Idaho,2022,01,23.8,32.8,14.9,2.31,0.0,1231.0,-2.77,-2.77,-2.18,-0.36,1896.0,1725.0,0.0,313.0,37.0,97.0,0.0,111.0,0.0,0.0,0.0,356.0,72.0,281.0,245.0
349,Idaho,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,1395.0,0.0,239.0,35.0,70.0,0.0,75.0,0.0,0.0,0.0,271.0,60.0,315.0,251.0
350,Idaho,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,1173.0,0.0,249.0,24.0,42.0,0.0,75.0,0.0,0.0,0.0,245.0,68.0,86.0,43.0
351,Idaho,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,1345.0,0.0,281.0,11.0,84.0,0.0,84.0,0.0,0.0,0.0,306.0,65.0,0.0,0.0
352,Idaho,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,1034.0,0.0,214.0,37.0,51.0,0.0,71.0,0.0,0.0,0.0,272.0,22.0,0.0,0.0
353,Idaho,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0,1137.0,0.0,224.0,12.0,70.0,0.0,66.0,0.0,0.0,0.0,284.0,49.0,13.0,10.0
354,Idaho,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.0,1477.0,0.0,329.0,0.0,80.0,0.0,96.0,10.0,0.0,10.0,307.0,85.0,85.0,44.0
355,Idaho,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,1148.0,0.0,236.0,14.0,57.0,0.0,64.0,0.0,0.0,25.0,265.0,58.0,74.0,35.0
356,Idaho,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,1130.0,0.0,245.0,15.0,65.0,0.0,71.0,0.0,0.0,39.0,231.0,52.0,42.0,0.0
357,Idaho,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,1424.0,0.0,285.0,12.0,87.0,0.0,94.0,0.0,0.0,101.0,302.0,63.0,37.0,0.0
358,Idaho,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1063.0,0.0,210.0,12.0,55.0,0.0,64.0,0.0,0.0,81.0,237.0,53.0,12.0,0.0
359,Idaho,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Illinois,2020,01,0.0,38.6,25.0,4.36,0.0,1092.0,5.01,5.01,5.01,3.38,8873.0,8185.0,139.0,1827.0,253.0,348.0,220.0,463.0,130.0,221.0,83.0,2039.0,527.0,0.0,0.0
361,Illinois,2020,02,0.0,39.8,24.0,2.01,0.0,999.0,4.66,4.66,4.66,0.49,11001.0,10165.0,160.0,2270.0,304.0,406.0,310.0,582.0,166.0,282.0,116.0,2592.0,609.0,0.0,0.0
362,Illinois,2020,03,0.0,53.2,35.6,3.95,2.0,725.0,4.41,4.41,4.41,0.7,9032.0,8362.0,138.0,1841.0,240.0,361.0,345.0,490.0,138.0,226.0,93.0,2052.0,496.0,87.0,86.0
363,Illinois,2020,04,0.0,61.0,38.3,4.32,0.0,527.0,4.32,4.32,4.32,1.08,11414.0,10679.0,108.0,1859.0,309.0,398.0,255.0,484.0,116.0,229.0,91.0,2248.0,509.0,2036.0,1978.0
364,Illinois,2020,05,0.0,70.2,50.9,5.28,43.0,226.0,4.4,4.4,4.4,1.56,13964.0,12979.0,146.0,2230.0,332.0,435.0,221.0,511.0,140.0,254.0,111.0,2534.0,632.0,3273.0,3112.0
365,Illinois,2020,06,0.0,85.0,62.3,3.61,236.0,12.0,3.7,3.7,3.36,-0.74,9170.0,8308.0,111.0,1701.0,250.0,318.0,108.0,346.0,94.0,181.0,84.0,1903.0,464.0,1169.0,1059.0
366,Illinois,2020,07,0.0,87.2,67.3,5.61,356.0,0.0,4.03,4.03,4.03,2.14,8492.0,7654.0,112.0,1748.0,231.0,303.0,127.0,330.0,83.0,168.0,111.0,1872.0,470.0,429.0,387.0
367,Illinois,2020,08,0.0,83.7,61.9,1.91,248.0,11.0,3.09,3.09,2.42,-1.58,10606.0,9638.0,160.0,2234.0,309.0,378.0,158.0,399.0,106.0,220.0,108.0,2374.0,576.0,522.0,456.0
368,Illinois,2020,09,0.0,76.6,54.6,3.26,67.0,90.0,2.76,2.76,2.04,-0.02,8653.0,7856.0,113.0,1727.0,248.0,327.0,127.0,360.0,101.0,155.0,104.0,1929.0,493.0,511.0,422.0
369,Illinois,2020,10,0.0,63.2,40.8,2.97,1.0,464.0,2.62,2.62,2.03,0.44,11497.0,10582.0,133.0,2148.0,327.0,463.0,186.0,455.0,134.0,217.0,112.0,2485.0,613.0,1167.0,976.0
370,Illinois,2020,11,0.0,57.7,36.4,2.95,0.0,576.0,2.24,2.24,1.47,-0.35,11941.0,11177.0,122.0,1819.0,302.0,386.0,141.0,407.0,107.0,205.0,128.0,2214.0,575.0,3070.0,2754.0
371,Illinois,2020,12,0.0,41.8,24.3,1.71,0.0,1040.0,1.77,1.77,0.71,-0.72,12797.0,12076.0,123.0,1837.0,278.0,442.0,169.0,424.0,110.0,208.0,125.0,2264.0,512.0,3866.0,3471.0
372,Illinois,2021,01,0.0,35.6,23.2,2.47,0.0,1167.0,1.9,1.9,1.17,0.95,13753.0,12931.0,187.0,2179.0,321.0,478.0,190.0,462.0,151.0,250.0,130.0,2756.0,686.0,2938.0,2608.0
373,Illinois,2021,02,0.0,28.6,12.8,1.67,0.0,1319.0,1.7,1.7,0.94,-0.02,9810.0,9131.0,133.0,1840.0,282.0,337.0,127.0,370.0,123.0,183.0,99.0,2111.0,548.0,1111.0,966.0
374,Illinois,2021,03,0.0,56.7,35.6,3.97,3.0,665.0,1.69,1.69,1.06,0.49,8536.0,7795.0,118.0,1735.0,252.0,318.0,128.0,352.0,97.0,208.0,84.0,1875.0,488.0,510.0,448.0
375,Illinois,2021,04,0.0,63.6,41.4,3.04,1.0,416.0,1.24,1.24,0.34,-0.84,8739.0,7925.0,110.0,1640.0,237.0,276.0,113.0,388.0,106.0,210.0,94.0,1892.0,502.0,632.0,577.0
376,Illinois,2021,05,0.0,71.5,50.7,4.3,48.0,215.0,1.25,1.25,0.48,0.42,10761.0,9764.0,140.0,2097.0,296.0,325.0,140.0,418.0,116.0,214.0,118.0,2327.0,574.0,902.0,805.0
377,Illinois,2021,06,0.0,84.6,63.6,5.17,252.0,10.0,1.46,1.46,0.87,1.02,8339.0,7461.0,119.0,1690.0,239.0,261.0,107.0,363.0,109.0,189.0,92.0,1799.0,461.0,357.0,323.0
378,Illinois,2021,07,0.0,83.9,65.3,4.99,268.0,5.0,1.97,1.97,1.96,1.99,10420.0,9330.0,139.0,2254.0,291.0,322.0,139.0,452.0,150.0,229.0,126.0,2287.0,575.0,255.0,218.0
379,Illinois,2021,08,0.0,86.0,65.1,3.73,311.0,5.0,2.02,2.02,2.02,0.76,8860.0,7962.0,113.0,1764.0,235.0,281.0,109.0,361.0,112.0,194.0,100.0,1826.0,446.0,641.0,594.0
380,Illinois,2021,09,0.0,81.7,57.4,2.29,143.0,31.0,1.41,1.41,0.78,-1.21,9358.0,8447.0,110.0,1797.0,278.0,323.0,125.0,395.0,117.0,186.0,105.0,1830.0,458.0,1066.0,981.0
381,Illinois,2021,10,0.0,69.3,51.1,6.02,32.0,219.0,2.36,2.36,2.36,3.28,11630.0,10601.0,169.0,2291.0,295.0,400.0,160.0,422.0,148.0,254.0,118.0,2463.0,658.0,1047.0,949.0
382,Illinois,2021,11,0.0,51.2,30.6,0.86,0.0,769.0,1.82,1.82,1.38,-0.87,9696.0,8836.0,136.0,1834.0,279.0,330.0,135.0,400.0,130.0,224.0,126.0,2069.0,538.0,746.0,670.0
383,Illinois,2021,12,0.0,49.7,30.6,2.52,1.0,868.0,1.77,1.77,1.45,0.41,10718.0,9924.0,128.0,1892.0,273.0,344.0,143.0,401.0,121.0,199.0,127.0,2208.0,572.0,1655.0,1520.0
384,Illinois,2022,01,0.0,31.8,12.5,1.05,0.0,1421.0,1.3,1.3,0.55,-0.87,16169.0,15131.0,191.0,2277.0,439.0,512.0,212.0,572.0,179.0,330.0,171.0,2949.0,703.0,4249.0,3838.0
385,Illinois,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323.0,9495.0,143.0,1762.0,289.0,357.0,122.0,392.0,120.0,215.0,110.0,2135.0,535.0,1550.0,1267.0
386,Illinois,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8677.0,7897.0,123.0,1731.0,218.0,281.0,141.0,395.0,129.0,229.0,120.0,1932.0,472.0,402.0,305.0
387,Illinois,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10346.0,9429.0,150.0,2112.0,306.0,333.0,137.0,470.0,140.0,272.0,131.0,2442.0,590.0,206.0,125.0
388,Illinois,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8252.0,7484.0,109.0,1678.0,237.0,312.0,119.0,387.0,127.0,225.0,82.0,1834.0,464.0,236.0,153.0
389,Illinois,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8409.0,7632.0,131.0,1762.0,254.0,269.0,124.0,393.0,124.0,213.0,106.0,1857.0,469.0,305.0,184.0
390,Illinois,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10426.0,9454.0,169.0,2136.0,294.0,372.0,170.0,441.0,136.0,237.0,175.0,2290.0,612.0,408.0,288.0
391,Illinois,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8458.0,7716.0,119.0,1798.0,210.0,263.0,108.0,333.0,110.0,183.0,158.0,1896.0,464.0,375.0,265.0
392,Illinois,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8241.0,7619.0,108.0,1716.0,215.0,261.0,128.0,352.0,119.0,186.0,294.0,1785.0,478.0,320.0,212.0
393,Illinois,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11002.0,10503.0,159.0,2202.0,331.0,406.0,172.0,463.0,145.0,266.0,767.0,2399.0,588.0,338.0,228.0
394,Illinois,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8229.0,8136.0,139.0,1687.0,241.0,333.0,149.0,374.0,143.0,201.0,798.0,1766.0,464.0,268.0,172.0
395,Illinois,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Indiana,2020,01,34.3,40.9,27.7,4.65,0.0,963.0,3.59,3.59,3.59,2.45,5667.0,5196.0,103.0,1056.0,191.0,211.0,128.0,430.0,94.0,139.0,10.0,1283.0,245.0,0.0,0.0
397,Indiana,2020,02,32.8,40.7,25.0,2.81,0.0,916.0,3.51,3.51,3.51,0.87,7033.0,6490.0,127.0,1403.0,224.0,287.0,140.0,501.0,121.0,158.0,11.0,1539.0,364.0,0.0,0.0
398,Indiana,2020,03,44.6,53.8,35.4,4.62,5.0,655.0,3.44,3.44,3.44,0.89,5594.0,5172.0,79.0,1119.0,175.0,245.0,144.0,398.0,101.0,128.0,27.0,1187.0,275.0,67.0,62.0
399,Indiana,2020,04,48.9,60.2,37.6,3.05,0.0,493.0,2.89,2.89,2.6,-0.59,6321.0,5886.0,93.0,1004.0,196.0,255.0,112.0,375.0,100.0,112.0,11.0,1204.0,260.0,984.0,918.0
400,Indiana,2020,05,59.7,70.0,49.5,5.07,42.0,217.0,3.02,3.02,3.02,1.27,7549.0,6881.0,85.0,1249.0,218.0,266.0,75.0,429.0,91.0,131.0,0.0,1405.0,304.0,1161.0,1075.0
401,Indiana,2020,06,72.1,83.8,60.3,3.52,217.0,12.0,-0.27,2.44,2.04,-0.82,5521.0,4975.0,81.0,1018.0,210.0,195.0,31.0,291.0,59.0,96.0,0.0,1116.0,235.0,464.0,410.0
402,Indiana,2020,07,76.5,87.1,65.8,4.58,348.0,0.0,-0.05,2.38,2.16,0.58,5398.0,4851.0,97.0,1051.0,188.0,191.0,49.0,302.0,70.0,98.0,22.0,1109.0,238.0,289.0,255.0
403,Indiana,2020,08,72.0,82.9,61.2,3.31,222.0,12.0,-0.07,2.11,1.81,-0.07,6798.0,6163.0,105.0,1276.0,231.0,244.0,63.0,411.0,95.0,148.0,13.0,1384.0,257.0,435.0,389.0
404,Indiana,2020,09,65.2,77.1,53.4,1.53,80.0,82.0,-0.73,1.22,0.07,-2.01,5464.0,4931.0,89.0,1045.0,178.0,199.0,47.0,305.0,82.0,111.0,20.0,1079.0,241.0,364.0,320.0
405,Indiana,2020,10,53.1,64.1,42.0,4.44,5.0,386.0,-0.07,1.69,1.21,1.77,7490.0,6812.0,113.0,1286.0,208.0,249.0,82.0,404.0,85.0,126.0,30.0,1442.0,343.0,965.0,875.0
406,Indiana,2020,11,46.7,57.3,36.0,3.02,0.0,559.0,-0.15,1.42,0.8,-0.27,7327.0,6843.0,99.0,1043.0,210.0,232.0,70.0,359.0,88.0,125.0,27.0,1252.0,260.0,1871.0,1692.0
407,Indiana,2020,12,33.6,41.6,25.6,1.8,0.0,983.0,-0.43,0.98,0.02,-0.88,8131.0,7615.0,81.0,1059.0,232.0,240.0,78.0,360.0,88.0,112.0,13.0,1274.0,275.0,2687.0,2437.0
408,Indiana,2021,01,30.4,36.3,24.6,2.45,0.0,1081.0,-0.36,0.91,-0.01,0.07,9368.0,8700.0,108.0,1358.0,292.0,264.0,105.0,398.0,107.0,176.0,45.0,1564.0,345.0,2513.0,2243.0
409,Indiana,2021,02,23.7,31.6,15.8,2.21,0.0,1170.0,-0.29,0.84,-0.03,0.09,6025.0,5543.0,78.0,1087.0,202.0,162.0,37.0,334.0,79.0,121.0,12.0,1209.0,276.0,780.0,636.0
410,Indiana,2021,03,45.8,57.8,33.9,3.82,6.0,614.0,-0.36,0.66,-0.27,-0.3,5397.0,4843.0,91.0,1023.0,199.0,168.0,39.0,300.0,92.0,117.0,12.0,1153.0,259.0,306.0,213.0
411,Indiana,2021,04,51.9,63.7,40.1,2.94,0.0,403.0,-0.71,-0.71,-0.71,-1.15,5332.0,4795.0,76.0,1031.0,204.0,148.0,48.0,313.0,84.0,114.0,24.0,1074.0,256.0,258.0,194.0
412,Indiana,2021,05,59.7,71.2,48.1,3.72,42.0,217.0,-0.7,-0.7,-0.7,-0.21,6665.0,5978.0,57.0,1288.0,213.0,183.0,53.0,377.0,105.0,122.0,26.0,1448.0,318.0,406.0,331.0
413,Indiana,2021,06,72.7,83.0,62.3,5.93,236.0,9.0,0.69,0.69,0.69,2.06,5402.0,4808.0,72.0,1112.0,196.0,162.0,39.0,305.0,102.0,97.0,0.0,1109.0,264.0,223.0,179.0
414,Indiana,2021,07,73.7,83.3,64.2,5.44,266.0,2.0,1.4,1.4,1.4,2.34,6538.0,5828.0,77.0,1310.0,217.0,207.0,62.0,377.0,109.0,115.0,26.0,1346.0,322.0,184.0,142.0
415,Indiana,2021,08,75.1,85.6,64.6,3.42,310.0,2.0,1.35,1.35,1.35,0.27,5843.0,5259.0,77.0,1069.0,198.0,163.0,55.0,351.0,106.0,118.0,11.0,1167.0,237.0,557.0,511.0
416,Indiana,2021,09,68.4,80.0,56.8,4.06,134.0,39.0,1.64,1.64,1.64,1.3,6661.0,6011.0,80.0,1114.0,190.0,202.0,37.0,353.0,83.0,102.0,11.0,1155.0,281.0,1201.0,1108.0
417,Indiana,2021,10,60.3,69.4,51.1,6.04,39.0,194.0,2.79,2.79,2.79,3.95,8128.0,7434.0,98.0,1391.0,253.0,211.0,76.0,434.0,112.0,123.0,14.0,1518.0,349.0,1244.0,1130.0
418,Indiana,2021,11,40.0,50.1,29.9,1.43,0.0,758.0,2.44,2.44,2.3,-0.18,6571.0,5950.0,64.0,1056.0,189.0,192.0,60.0,371.0,109.0,126.0,32.0,1302.0,273.0,845.0,758.0
419,Indiana,2021,12,40.5,50.0,31.0,4.0,2.0,778.0,2.64,2.64,2.64,1.37,7301.0,6752.0,63.0,1093.0,229.0,187.0,86.0,399.0,91.0,110.0,23.0,1338.0,284.0,1604.0,1476.0
420,Indiana,2022,01,24.4,33.7,15.1,1.7,0.0,1276.0,2.12,2.12,1.73,-0.77,9813.0,9143.0,88.0,1360.0,305.0,262.0,102.0,489.0,121.0,186.0,14.0,1675.0,381.0,2612.0,2323.0
421,Indiana,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6832.0,6261.0,70.0,1068.0,217.0,181.0,68.0,350.0,100.0,141.0,0.0,1285.0,292.0,1261.0,1054.0
422,Indiana,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5538.0,5009.0,63.0,1019.0,182.0,178.0,44.0,320.0,73.0,127.0,21.0,1158.0,273.0,394.0,274.0
423,Indiana,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613.0,5989.0,81.0,1256.0,231.0,206.0,55.0,408.0,125.0,144.0,44.0,1413.0,336.0,175.0,116.0
424,Indiana,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5166.0,4659.0,41.0,998.0,188.0,155.0,62.0,355.0,63.0,104.0,34.0,1125.0,244.0,129.0,79.0
425,Indiana,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5217.0,4691.0,69.0,978.0,172.0,156.0,45.0,345.0,101.0,120.0,0.0,1063.0,219.0,162.0,113.0
426,Indiana,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6788.0,6057.0,77.0,1310.0,240.0,221.0,41.0,382.0,107.0,130.0,46.0,1427.0,303.0,281.0,194.0
427,Indiana,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5476.0,4908.0,64.0,1083.0,165.0,161.0,50.0,344.0,101.0,109.0,23.0,1118.0,255.0,297.0,198.0
428,Indiana,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5336.0,4869.0,45.0,1117.0,161.0,141.0,34.0,334.0,75.0,122.0,26.0,1135.0,257.0,254.0,175.0
429,Indiana,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6659.0,6316.0,73.0,1378.0,225.0,221.0,70.0,428.0,119.0,147.0,68.0,1443.0,356.0,230.0,137.0
430,Indiana,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4019.0,4008.0,48.0,925.0,122.0,134.0,52.0,322.0,80.0,76.0,55.0,873.0,220.0,160.0,117.0
431,Indiana,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Iowa,2020,01,23.1,30.4,15.8,0.0,0.0,1287.0,4.88,4.88,4.88,0.0,2572.0,2411.0,11.0,486.0,86.0,120.0,58.0,196.0,48.0,0.0,33.0,654.0,100.0,0.0,0.0
433,Iowa,2020,02,24.9,34.3,15.5,0.0,0.0,1120.0,4.2,4.2,3.93,0.0,3137.0,2895.0,11.0,598.0,101.0,128.0,77.0,179.0,43.0,20.0,11.0,772.0,151.0,0.0,0.0
434,Iowa,2020,03,40.3,49.5,31.1,0.0,1.0,762.0,4.09,4.09,4.09,0.0,2453.0,2283.0,21.0,464.0,63.0,113.0,92.0,169.0,36.0,10.0,0.0,571.0,95.0,0.0,0.0
435,Iowa,2020,04,46.7,59.0,34.3,0.0,0.0,548.0,-0.44,3.23,2.67,0.0,2425.0,2271.0,26.0,519.0,75.0,122.0,40.0,109.0,0.0,24.0,26.0,511.0,106.0,127.0,122.0
436,Iowa,2020,05,57.6,67.3,47.9,0.0,32.0,261.0,0.43,3.32,3.2,0.0,3300.0,3103.0,0.0,613.0,102.0,141.0,0.0,160.0,34.0,11.0,24.0,694.0,128.0,456.0,428.0
437,Iowa,2020,06,72.9,83.7,62.1,0.0,242.0,15.0,-0.03,2.95,2.72,0.0,2316.0,2144.0,0.0,449.0,69.0,102.0,0.0,105.0,10.0,15.0,10.0,516.0,98.0,162.0,148.0
438,Iowa,2020,07,75.3,85.9,64.8,0.0,328.0,3.0,-0.36,2.31,1.65,0.0,2415.0,2211.0,0.0,487.0,72.0,95.0,11.0,97.0,24.0,15.0,15.0,542.0,106.0,136.0,118.0
439,Iowa,2020,08,71.9,84.1,59.8,0.0,230.0,18.0,-1.46,0.94,-1.02,0.0,3284.0,2992.0,0.0,575.0,100.0,131.0,0.0,132.0,24.0,21.0,10.0,720.0,136.0,301.0,268.0
440,Iowa,2020,09,61.9,73.2,50.6,0.0,46.0,137.0,-1.28,0.87,-0.95,0.0,2517.0,2311.0,10.0,433.0,86.0,107.0,11.0,123.0,10.0,11.0,21.0,536.0,96.0,225.0,203.0
441,Iowa,2020,10,46.0,56.6,35.3,0.0,0.0,580.0,-1.19,0.74,-1.02,0.0,3610.0,3383.0,10.0,616.0,114.0,139.0,21.0,153.0,0.0,11.0,10.0,756.0,123.0,565.0,513.0
442,Iowa,2020,11,42.0,53.5,30.5,0.0,0.0,683.0,-1.27,-1.27,-1.27,0.0,3739.0,3549.0,0.0,437.0,85.0,129.0,26.0,142.0,26.0,31.0,20.0,544.0,109.0,1391.0,1279.0
443,Iowa,2020,12,27.2,36.7,17.7,0.0,0.0,1172.0,-1.27,-1.27,-1.27,0.0,3650.0,3478.0,0.0,484.0,83.0,125.0,38.0,122.0,22.0,22.0,33.0,589.0,119.0,1274.0,1138.0
444,Iowa,2021,01,23.9,31.1,16.7,0.0,0.0,1285.0,-1.01,-1.01,-0.68,0.0,3690.0,3457.0,10.0,600.0,96.0,127.0,11.0,149.0,21.0,23.0,39.0,744.0,138.0,820.0,695.0
445,Iowa,2021,02,12.5,20.5,4.5,0.0,0.0,1471.0,-0.91,-0.91,-0.53,0.0,2500.0,2340.0,0.0,469.0,80.0,88.0,0.0,124.0,0.0,0.0,0.0,606.0,92.0,281.0,214.0
446,Iowa,2021,03,42.3,52.5,32.1,0.0,5.0,710.0,-0.65,-0.65,0.09,0.0,2243.0,2082.0,10.0,443.0,70.0,75.0,0.0,122.0,10.0,10.0,10.0,526.0,86.0,152.0,105.0
447,Iowa,2021,04,49.4,60.8,37.9,0.0,0.0,460.0,-1.22,-1.22,-1.22,0.0,2381.0,2202.0,11.0,471.0,70.0,82.0,11.0,138.0,0.0,25.0,10.0,565.0,93.0,107.0,79.0
448,Iowa,2021,05,59.0,69.3,48.6,0.0,42.0,228.0,-1.06,-1.06,-0.89,0.0,2868.0,2612.0,11.0,601.0,93.0,107.0,0.0,134.0,33.0,0.0,0.0,667.0,137.0,115.0,86.0
449,Iowa,2021,06,73.5,85.7,61.4,0.0,267.0,11.0,-1.67,-1.67,-1.67,0.0,2310.0,2100.0,13.0,460.0,88.0,90.0,0.0,130.0,10.0,11.0,0.0,551.0,110.0,38.0,22.0
450,Iowa,2021,07,73.4,83.6,63.0,0.0,270.0,10.0,-1.43,-1.43,-1.25,0.0,2848.0,2589.0,14.0,549.0,96.0,86.0,20.0,149.0,21.0,24.0,0.0,689.0,129.0,58.0,49.0
451,Iowa,2021,08,72.9,84.1,61.7,0.0,261.0,13.0,-1.08,-1.08,-0.53,0.0,2508.0,2306.0,0.0,497.0,69.0,102.0,11.0,127.0,23.0,0.0,11.0,562.0,99.0,163.0,140.0
452,Iowa,2021,09,66.6,79.5,53.7,0.0,114.0,62.0,-1.78,-1.78,-1.78,0.0,2751.0,2562.0,10.0,497.0,83.0,95.0,20.0,148.0,24.0,0.0,27.0,592.0,109.0,344.0,312.0
453,Iowa,2021,10,55.4,65.6,45.3,0.0,17.0,303.0,0.9,-0.69,0.7,0.0,3635.0,3412.0,22.0,631.0,107.0,135.0,10.0,142.0,22.0,46.0,23.0,826.0,138.0,525.0,471.0
